Rank,Guild Name,Realm,Link
408,Wipe it Out,EU (DE)-Thrall,https://www.wowprogress.com/guild/eu/thrall/Wipe+it+Out
418,Revelations,EU-Twisting Nether,https://www.wowprogress.com/guild/eu/twisting-nether/Revelations
421,Shattrath Island,EU (DE)-Eredar,https://www.wowprogress.com/guild/eu/eredar/Shattrath+Island
421,Violent Circus,EU-Defias Brotherhood,https://www.wowprogress.com/guild/eu/defias-brotherhood/Violent+Circus
421,TeamSpirit,EU (DE)-Blackrock,https://www.wowprogress.com/guild/eu/blackrock/TeamSpirit
426,Glass Cannon,EU-Twisting Nether,https://www.wowprogress.com/guild/eu/twisting-nether/Glass+Cannon
426,Salty Tears,EU-Twisting Nether,https://www.wowprogress.com/guild/eu/twisting-nether/Salty+Tears
429,raise,EU (DE)-Blackrock,https://www.wowprogress.com/guild/eu/blackrock/raise
432,Doomed,EU (DE)-Thrall,https://www.wowprogress.com/guild/eu/thrall/Doomed
435,Shattered,EU (DE)-Eredar,https://www.wowprogress.com/guild/eu/eredar/Shattered
442,styx,EU (DE)-Blackrock,https://www.wowprogress.com/guild/eu/blackrock/styx
444,V r e d e,EU-Twisting Nether,https://www.wowprogress.com/guild/eu/twisting-nether/V+r+e+d+e
445,Huskies eSports,EU (DE)-Blackhand,https://www.wowprogress.com/guild/eu/blackhand/Huskies+eSports
446,Cor Fortium,EU-Draenor,https://www.wowprogress.com/guild/eu/draenor/Cor+Fortium
447,Reprogress Live,EU (DE)-Mal'Ganis,https://www.wowprogress.com/guild/eu/mal-ganis/Reprogress+Live
448,Luce,EU-Draenor,https://www.wowprogress.com/guild/eu/draenor/Luce
449,predicted,EU (DE)-Blackmoore,https://www.wowprogress.com/guild/eu/blackmoore/predicted
462,Swamp Animals,EU-Ravencrest,https://www.wowprogress.com/guild/eu/ravencrest/Swamp+Animals
472,Without Limits,EU-Silvermoon,https://www.wowprogress.com/guild/eu/silvermoon/Without+Limits
484,My Way to Skill,EU (DE)-Blackmoore,https://www.wowprogress.com/guild/eu/blackmoore/My+Way+to+Skill
485,Pixelbased Lifeforms,EU-Kazzak,https://www.wowprogress.com/guild/eu/kazzak/Pixelbased+Lifeforms
486,Ring Åklagarn,EU-Ragnaros,https://www.wowprogress.com/guild/eu/ragnaros/Ring+%C3%85klagarn
488,Below Average,EU (DE)-Eredar,https://www.wowprogress.com/guild/eu/eredar/Below+Average
490,OG Feedback,EU-Twisting Nether,https://www.wowprogress.com/guild/eu/twisting-nether/OG+Feedback
491,The Fugitives,EU-Draenor,https://www.wowprogress.com/guild/eu/draenor/The+Fugitives
492,Aurora,EU-Kazzak,https://www.wowprogress.com/guild/eu/kazzak/Aurora
494,The Gauntlet,EU-Tarren Mill,https://www.wowprogress.com/guild/eu/tarren-mill/The+Gauntlet
503,Somali Yacht Club,EU-Twisting Nether,https://www.wowprogress.com/guild/eu/twisting-nether/Somali+Yacht+Club
505,Flawless,EU (DE)-Blackrock,https://www.wowprogress.com/guild/eu/blackrock/Flawless
505,Booty Bay Bingo Bu..,EU (DE)-Blackhand,https://www.wowprogress.com/guild/eu/blackhand/Booty+Bay+Bingo+Buddies
508,Die Portsteinschwa..,EU (DE)-Blackrock,https://www.wowprogress.com/guild/eu/blackrock/Die+Portsteinschwalben
509,Nerdelandslaget,EU-Draenor,https://www.wowprogress.com/guild/eu/draenor/Nerdelandslaget
511,Winterfall,EU-Draenor,https://www.wowprogress.com/guild/eu/draenor/Winterfall
512,Mici Bere si Manele,EU-Tarren Mill,https://www.wowprogress.com/guild/eu/tarren-mill/Mici+Bere+si+Manele
513,Disciples Reborn,EU-Stormscale,https://www.wowprogress.com/guild/eu/stormscale/Disciples+Reborn
532,Tatortreiniger,EU (DE)-Blackmoore,https://www.wowprogress.com/guild/eu/blackmoore/Tatortreiniger
533,Solids,EU (DE)-Blackrock,https://www.wowprogress.com/guild/eu/blackrock/Solids
534,Zeal,EU (DE)-Azshara,https://www.wowprogress.com/guild/eu/azshara/Zeal
535,Avalerion,EU-Stormrage,https://www.wowprogress.com/guild/eu/stormrage/Avalerion
535,PugChamp,EU-Draenor,https://www.wowprogress.com/guild/eu/draenor/PugChamp
537,RAVAGE,EU-Draenor,https://www.wowprogress.com/guild/eu/draenor/RAVAGE
539,JAGET,EU-Tarren Mill,https://www.wowprogress.com/guild/eu/tarren-mill/JAGET
545,Erased,EU-Stormscale,https://www.wowprogress.com/guild/eu/stormscale/Erased
550,Infected Nation,EU-Kor'gall,https://www.wowprogress.com/guild/eu/kor-gall/Infected+Nation
552,forever the sickes..,EU (DE)-Blackmoore,https://www.wowprogress.com/guild/eu/blackmoore/forever+the+sickest+kids
553,Overcooked,EU-Twisting Nether,https://www.wowprogress.com/guild/eu/twisting-nether/Overcooked
555,Pull bei Eins,EU (DE)-Thrall,https://www.wowprogress.com/guild/eu/thrall/Pull+bei+Eins
556,Rhapsody,EU-Twisting Nether,https://www.wowprogress.com/guild/eu/twisting-nether/Rhapsody
556,Reko,EU-Tarren Mill,https://www.wowprogress.com/guild/eu/tarren-mill/Reko
560,[Raid] Blue,EU-Silvermoon,https://www.wowprogress.com/team/eu/silvermoon/raid-Blue
561,fade,EU (DE)-Blackrock,https://www.wowprogress.com/guild/eu/blackrock/fade
561,Disobedient,EU-Twisting Nether,https://www.wowprogress.com/guild/eu/twisting-nether/Disobedient
571,Lucky Wipe,EU-Kazzak,https://www.wowprogress.com/guild/eu/kazzak/Lucky+Wipe
572,Lost and Abandoned,EU-Ravencrest,https://www.wowprogress.com/guild/eu/ravencrest/Lost+and+Abandoned
572,Dont Heal Phase One,EU-Kazzak,https://www.wowprogress.com/guild/eu/kazzak/Dont+Heal+Phase+One
595,Beware of Yeti,EU-Draenor,https://www.wowprogress.com/guild/eu/draenor/Beware+of+Yeti
595,Sordid,EU-Silvermoon,https://www.wowprogress.com/guild/eu/silvermoon/Sordid
597,Pirates of Scarlet..,EU-Nemesis,https://www.wowprogress.com/guild/eu/nemesis/Pirates+of+Scarlet+Moon
602,Parity,EU-Draenor,https://www.wowprogress.com/guild/eu/draenor/Parity
602,Zero Logic,EU-Kazzak,https://www.wowprogress.com/guild/eu/kazzak/Zero+Logic
619,Nightshade,EU-Ravencrest,https://www.wowprogress.com/guild/eu/ravencrest/Nightshade
621,TheMisfits,EU-Ragnaros,https://www.wowprogress.com/guild/eu/ragnaros/TheMisfits
622,Hård,EU-Kazzak,https://www.wowprogress.com/guild/eu/kazzak/H%C3%A5rd
627,Friendly Friends,EU-Kazzak,https://www.wowprogress.com/guild/eu/kazzak/Friendly+Friends
627,Polar,EU-Draenor,https://www.wowprogress.com/guild/eu/draenor/Polar
629,Resync,EU (DE)-Blackhand,https://www.wowprogress.com/guild/eu/blackhand/Resync
631,Revolution,EU-Silvermoon,https://www.wowprogress.com/guild/eu/silvermoon/Revolution
632,In Denial,EU-Twisting Nether,https://www.wowprogress.com/guild/eu/twisting-nether/In+Denial
649,eXsto,EU-Tarren Mill,https://www.wowprogress.com/guild/eu/tarren-mill/eXsto
649,eXôdus,EU (DE)-Eredar,https://www.wowprogress.com/guild/eu/eredar/eX%C3%B4dus
651,Invictus Mortiferis,EU-Doomhammer,https://www.wowprogress.com/guild/eu/doomhammer/Invictus+Mortiferis
651,VooDoo,EU (DE)-Blackhand,https://www.wowprogress.com/guild/eu/blackhand/VooDoo
653,Uncoordinated,EU-Kazzak,https://www.wowprogress.com/guild/eu/kazzak/Uncoordinated
654,TYST JAG SER INTE,EU-Tarren Mill,https://www.wowprogress.com/guild/eu/tarren-mill/TYST+JAG+SER+INTE
655,Amazing Stories [ Amazing Stories],EU (DE)-Blackmoore,https://www.wowprogress.com/team/eu/blackmoore/raid-Amazing+Stories
665,MIAMI,EU-Twisting Nether,https://www.wowprogress.com/guild/eu/twisting-nether/MIAMI
666,Mean Girls,EU-Draenor,https://www.wowprogress.com/guild/eu/draenor/Mean+Girls
668,Dodge breath res me,EU-Ravencrest,https://www.wowprogress.com/guild/eu/ravencrest/Dodge+breath+res+me
669,Influenza,EU-Outland,https://www.wowprogress.com/guild/eu/outland/Influenza
672,Gorilla Warfare,EU-Tarren Mill,https://www.wowprogress.com/guild/eu/tarren-mill/Gorilla+Warfare
679,value,EU (DE)-Thrall,https://www.wowprogress.com/guild/eu/thrall/value
681,Keystone Brickers,EU-Silvermoon,https://www.wowprogress.com/guild/eu/silvermoon/Keystone+Brickers
692,BGW,EU-Draenor,https://www.wowprogress.com/guild/eu/draenor/BGW
693,Bænkevarmerne,EU-Tarren Mill,https://www.wowprogress.com/guild/eu/tarren-mill/B%C3%A6nkevarmerne
695,Die Fackaduus,EU (DE)-Blackrock,https://www.wowprogress.com/guild/eu/blackrock/Die+Fackaduus
697,proud to be hated,EU (DE)-Blackhand,https://www.wowprogress.com/guild/eu/blackhand/proud+to+be+hated
698,Zeitsturm,EU (DE)-Frostwolf,https://www.wowprogress.com/guild/eu/frostwolf/Zeitsturm
699,Momentus,EU-Tarren Mill,https://www.wowprogress.com/guild/eu/tarren-mill/Momentus
701,Carried by RNG,EU (DE)-Antonidas,https://www.wowprogress.com/guild/eu/antonidas/Carried+by+RNG
702,Silenced,EU (DE)-Thrall,https://www.wowprogress.com/guild/eu/thrall/Silenced
703,Momento,EU-Draenor,https://www.wowprogress.com/guild/eu/draenor/Momento
704,Andromeda,EU-Stormrage,https://www.wowprogress.com/guild/eu/stormrage/Andromeda
705,Una Familia,EU-Magtheridon,https://www.wowprogress.com/guild/eu/magtheridon/Una+Familia
724,Azshari Vegans,EU-Twisting Nether,https://www.wowprogress.com/guild/eu/twisting-nether/Azshari+Vegans
729,Winx Club,EU-Twisting Nether,https://www.wowprogress.com/guild/eu/twisting-nether/Winx+Club
731,Just Pull,EU-Kazzak,https://www.wowprogress.com/guild/eu/kazzak/Just+Pull
734,Scallywags,EU (DE)-Blackrock,https://www.wowprogress.com/guild/eu/blackrock/Scallywags
734,Tokidoki,EU-Silvermoon,https://www.wowprogress.com/guild/eu/silvermoon/Tokidoki
737,Perdition,EU-Tarren Mill,https://www.wowprogress.com/guild/eu/tarren-mill/Perdition
738,Renegades,EU-Kor'gall,https://www.wowprogress.com/guild/eu/kor-gall/Renegades
765,Lappenbande,EU (DE)-Blackmoore,https://www.wowprogress.com/guild/eu/blackmoore/Lappenbande
766,Broken Promises,EU-Kazzak,https://www.wowprogress.com/guild/eu/kazzak/Broken+Promises
767,ÆVUM,EU (DE)-Blackhand,https://www.wowprogress.com/guild/eu/blackhand/%C3%86VUM
767,Sideraid,EU (DE)-Blackmoore,https://www.wowprogress.com/guild/eu/blackmoore/Sideraid
770,Mid Tier Crisis,EU-Argent Dawn,https://www.wowprogress.com/guild/eu/argent-dawn/Mid+Tier+Crisis
771,Husk at Crit,EU-Draenor,https://www.wowprogress.com/guild/eu/draenor/Husk+at+Crit
772,monkaPickle,EU-Draenor,https://www.wowprogress.com/guild/eu/draenor/monkaPickle
773,Hypothetical,EU-Draenor,https://www.wowprogress.com/guild/eu/draenor/Hypothetical
774,Genesis,EU-Kazzak,https://www.wowprogress.com/guild/eu/kazzak/Genesis
779,Progress Addicted,EU-Draenor,https://www.wowprogress.com/guild/eu/draenor/Progress+Addicted
780,flying fools,EU (DE)-Thrall,https://www.wowprogress.com/guild/eu/thrall/flying+fools
782,Lithe,EU-Twisting Nether,https://www.wowprogress.com/guild/eu/twisting-nether/Lithe
783,Death Wish,EU-Kazzak,https://www.wowprogress.com/guild/eu/kazzak/Death+Wish
785,Mithril Knights,EU-Hellscream,https://www.wowprogress.com/guild/eu/hellscream/Mithril+Knights
787,Proxy,EU-Drak'thul,https://www.wowprogress.com/guild/eu/drak-thul/Proxy
788,Alteracs Legacy,EU (DE)-Blackmoore,https://www.wowprogress.com/guild/eu/blackmoore/Alteracs+Legacy
798,Rotten Apples,EU-Tarren Mill,https://www.wowprogress.com/guild/eu/tarren-mill/Rotten+Apples
799,Chilled,EU (DE)-Frostmourne,https://www.wowprogress.com/guild/eu/frostmourne/Chilled
799,Chilled [ Chilled Raidteam Grün],EU (DE)-Frostmourne,https://www.wowprogress.com/team/eu/frostmourne/raid-Chilled+Raidteam+Gr%C3%BCn
820,Xore,EU (DE)-Eredar,https://www.wowprogress.com/guild/eu/eredar/Xore
821,Excommunicated,EU-Draenor,https://www.wowprogress.com/guild/eu/draenor/Excommunicated
822,Dragons,EU (DE)-Eredar,https://www.wowprogress.com/guild/eu/eredar/Dragons
823,Sugar Rush,EU-Tarren Mill,https://www.wowprogress.com/guild/eu/tarren-mill/Sugar+Rush
824,gefährlich flauschig,EU (DE)-Blackhand,https://www.wowprogress.com/guild/eu/blackhand/gef%C3%A4hrlich+flauschig
826,Expurged,EU-Ragnaros,https://www.wowprogress.com/guild/eu/ragnaros/Expurged
826,Endpoint,EU-Draenor,https://www.wowprogress.com/guild/eu/draenor/Endpoint
830,Prima Sort,EU-Burning Legion,https://www.wowprogress.com/guild/eu/burning-legion/Prima+Sort
831,Flare,EU-Twisting Nether,https://www.wowprogress.com/guild/eu/twisting-nether/Flare
847,Last Breath,EU (DE)-Eredar,https://www.wowprogress.com/guild/eu/eredar/Last+Breath
848,Nàstrandir,EU (DE)-Blackhand,https://www.wowprogress.com/guild/eu/blackhand/N%C3%A0strandir
850,SoonTM,EU-Kazzak,https://www.wowprogress.com/guild/eu/kazzak/SoonTM
851,Fractured,EU-Draenor,https://www.wowprogress.com/guild/eu/draenor/Fractured
852,All into Boss,EU (DE)-Blackhand,https://www.wowprogress.com/guild/eu/blackhand/All+into+Boss
854,Overcharged,EU-Tarren Mill,https://www.wowprogress.com/guild/eu/tarren-mill/Overcharged
856,Home Cooked,EU-Stormscale,https://www.wowprogress.com/guild/eu/stormscale/Home+Cooked
857,Solstice,EU-Tarren Mill,https://www.wowprogress.com/guild/eu/tarren-mill/Solstice
859,Good Name Pending,EU-Silvermoon,https://www.wowprogress.com/guild/eu/silvermoon/Good+Name+Pending
860,Leviathan,EU-Twisting Nether,https://www.wowprogress.com/guild/eu/twisting-nether/Leviathan
860,CK,EU-Burning Legion,https://www.wowprogress.com/guild/eu/burning-legion/CK
890,HinausYhtiö,EU-Twisting Nether,https://www.wowprogress.com/guild/eu/twisting-nether/HinausYhti%C3%B6
893,Slightly Reunited,EU-Ravencrest,https://www.wowprogress.com/guild/eu/ravencrest/Slightly+Reunited
894,Titans Fury,EU-Twisting Nether,https://www.wowprogress.com/guild/eu/twisting-nether/Titans+Fury
895,Return of the Watc..,EU-Runetotem,https://www.wowprogress.com/guild/eu/runetotem/Return+of+the+Watchers
897,Equanimity,EU-Kazzak,https://www.wowprogress.com/guild/eu/kazzak/Equanimity
897,Stormbreaker,EU-Burning Legion,https://www.wowprogress.com/guild/eu/burning-legion/Stormbreaker
899,Djungelpatrullen,EU-Tarren Mill,https://www.wowprogress.com/guild/eu/tarren-mill/Djungelpatrullen
900,Legacy,EU-Silvermoon,https://www.wowprogress.com/guild/eu/silvermoon/Legacy
901,Artemis,EU-Emerald Dream,https://www.wowprogress.com/guild/eu/emerald-dream/Artemis
905,Dumbrava Minunata,EU-Draenor,https://www.wowprogress.com/guild/eu/draenor/Dumbrava+Minunata
907,Added,EU (DE)-Antonidas,https://www.wowprogress.com/guild/eu/antonidas/Added
907,Unlucky,EU (DE)-Mal'Ganis,https://www.wowprogress.com/guild/eu/mal-ganis/Unlucky
911,Chainless,EU (DE)-Blackmoore,https://www.wowprogress.com/guild/eu/blackmoore/Chainless
915,Insatiable,EU-Draenor,https://www.wowprogress.com/guild/eu/draenor/Insatiable
924,Skitsamma,EU-Kazzak,https://www.wowprogress.com/guild/eu/kazzak/Skitsamma
925,Laid Back,EU-Kazzak,https://www.wowprogress.com/guild/eu/kazzak/Laid+Back
928,The Legions Ten,EU (DE)-Antonidas,https://www.wowprogress.com/guild/eu/antonidas/The+Legions+Ten
949,Canopy,EU-Argent Dawn,https://www.wowprogress.com/guild/eu/argent-dawn/Canopy
949,Lemoncats,EU-Argent Dawn,https://www.wowprogress.com/guild/eu/argent-dawn/Lemoncats
951,Improvise Adapt Ov..,EU-Drak'thul,https://www.wowprogress.com/guild/eu/drak-thul/Improvise+Adapt+Overcome
953,Experience,EU (DE)-Frostwolf,https://www.wowprogress.com/guild/eu/frostwolf/Experience
954,Divided,EU-Ragnaros,https://www.wowprogress.com/guild/eu/ragnaros/Divided
954,Indecision,EU-Ravencrest,https://www.wowprogress.com/guild/eu/ravencrest/Indecision
958,Let us Cook,EU (DE)-Antonidas,https://www.wowprogress.com/guild/eu/antonidas/Let+us+Cook
959,FAEN,EU-Ravencrest,https://www.wowprogress.com/guild/eu/ravencrest/FAEN
961,Carried By Bots,EU (DE)-Blackrock,https://www.wowprogress.com/guild/eu/blackrock/Carried+By+Bots
962,Omnia Vanitas,EU-Burning Legion,https://www.wowprogress.com/guild/eu/burning-legion/Omnia+Vanitas
963,improved,EU (DE)-Blackrock,https://www.wowprogress.com/guild/eu/blackrock/improved
969,Intensity,EU (DE)-Thrall,https://www.wowprogress.com/guild/eu/thrall/Intensity
971,M Y T H,EU-Drak'thul,https://www.wowprogress.com/guild/eu/drak-thul/M+Y+T+H
972,DÅRHUSET,EU-Kazzak,https://www.wowprogress.com/guild/eu/kazzak/D%C3%85RHUSET
973,Fragments,EU-Outland,https://www.wowprogress.com/guild/eu/outland/Fragments
976,Cemetery Gates,EU-Burning Legion,https://www.wowprogress.com/guild/eu/burning-legion/Cemetery+Gates
977,Requiem,EU-Tarren Mill,https://www.wowprogress.com/guild/eu/tarren-mill/Requiem
979,No Hard Feelings [ LHF],EU-Silvermoon,https://www.wowprogress.com/team/eu/silvermoon/raid-LHF
980,Toy Bagels,EU-Tarren Mill,https://www.wowprogress.com/guild/eu/tarren-mill/Toy+Bagels
981,Initium,EU-Kazzak,https://www.wowprogress.com/guild/eu/kazzak/Initium
993,Näkijän taru,EU-Bloodfeather,https://www.wowprogress.com/guild/eu/bloodfeather/N%C3%A4kij%C3%A4n+taru
995,all gas no break,EU (DE)-Blackhand,https://www.wowprogress.com/guild/eu/blackhand/all+gas+no+break
995,Fem Udråbstegn,EU-Stormscale,https://www.wowprogress.com/guild/eu/stormscale/Fem+Udr%C3%A5bstegn
997,Ancient Prophecies,EU-Twisting Nether,https://www.wowprogress.com/guild/eu/twisting-nether/Ancient+Prophecies
998,dritte art,EU (DE)-Antonidas,https://www.wowprogress.com/guild/eu/antonidas/dritte+art
999,Karazhan Schach Club,EU (DE)-Blackmoore,https://www.wowprogress.com/guild/eu/blackmoore/Karazhan+Schach+Club
1001,Naphil,EU (DE)-Antonidas,https://www.wowprogress.com/guild/eu/antonidas/Naphil
1001,PowerPuffPeons,EU (DE)-Blackrock,https://www.wowprogress.com/guild/eu/blackrock/PowerPuffPeons
1003,Vespertine,EU-Twisting Nether,https://www.wowprogress.com/guild/eu/twisting-nether/Vespertine
1004,Yrrol,EU-Twisting Nether,https://www.wowprogress.com/guild/eu/twisting-nether/Yrrol
1009,käsipainoilla bodaus,EU-Stormreaver,https://www.wowprogress.com/guild/eu/stormreaver/k%C3%A4sipainoilla+bodaus
1010,Oljefondet,EU-Ragnaros,https://www.wowprogress.com/guild/eu/ragnaros/Oljefondet
1013,Odysse,EU-Draenor,https://www.wowprogress.com/guild/eu/draenor/Odysse
1014,Defenestrate,EU-Tarren Mill,https://www.wowprogress.com/guild/eu/tarren-mill/Defenestrate
1016,Jolly Dodgers,EU (DE)-Blackmoore,https://www.wowprogress.com/guild/eu/blackmoore/Jolly+Dodgers
1017,Revolutions,EU-Tarren Mill,https://www.wowprogress.com/guild/eu/tarren-mill/Revolutions
1026,Invictus,EU-Draenor,https://www.wowprogress.com/guild/eu/draenor/Invictus
1026,Health Potion,EU-Burning Legion,https://www.wowprogress.com/guild/eu/burning-legion/Health+Potion
1028,Arbeitsamt Orgrimmar,EU (DE)-Eredar,https://www.wowprogress.com/guild/eu/eredar/Arbeitsamt+Orgrimmar
1029,Tempest,EU-Ravencrest,https://www.wowprogress.com/guild/eu/ravencrest/Tempest
1029,Inner Fury,EU-Twisting Nether,https://www.wowprogress.com/guild/eu/twisting-nether/Inner+Fury
1031,by chance,EU (DE)-Blackhand,https://www.wowprogress.com/guild/eu/blackhand/by+chance
1043,LkaksP Issue,EU-Stormreaver,https://www.wowprogress.com/guild/eu/stormreaver/LkaksP+Issue
1045,Lua Error,EU-Tarren Mill,https://www.wowprogress.com/guild/eu/tarren-mill/Lua+Error
1047,Epilogue,EU-Sylvanas,https://www.wowprogress.com/guild/eu/sylvanas/Epilogue
1049,Nebula,EU-Twisting Nether,https://www.wowprogress.com/guild/eu/twisting-nether/Nebula
1049,Chilled [ Chilled Raidteam Blau],EU (DE)-Frostmourne,https://www.wowprogress.com/team/eu/frostmourne/raid-Chilled+Raidteam+Blau
1051,Diabolica,EU (DE)-Blackrock,https://www.wowprogress.com/guild/eu/blackrock/Diabolica
1053,I Mici Amici,EU-Nemesis,https://www.wowprogress.com/guild/eu/nemesis/I+Mici+Amici
1069,Edge of the Ledge,EU-Twisting Nether,https://www.wowprogress.com/guild/eu/twisting-nether/Edge+of+the+Ledge
1071,The Shining Dawn,EU-Quel'Thalas,https://www.wowprogress.com/guild/eu/quel-thalas/The+Shining+Dawn
1073,Until The End,EU-Draenor,https://www.wowprogress.com/guild/eu/draenor/Until+The+End
1074,Work in Progress,EU-Frostmane,https://www.wowprogress.com/guild/eu/frostmane/Work+in+Progress
1075,Rabid Porcupine,EU-Ragnaros,https://www.wowprogress.com/guild/eu/ragnaros/Rabid+Porcupine
1086,Amazing Stories [ Night Stories],EU (DE)-Blackmoore,https://www.wowprogress.com/team/eu/blackmoore/raid-Night+Stories
1090,Always Sunny in Ta..,EU-Draenor,https://www.wowprogress.com/guild/eu/draenor/Always+Sunny+in+Tanaris
1091,Shadow Squad,EU-Silvermoon,https://www.wowprogress.com/guild/eu/silvermoon/Shadow+Squad
1100,Divinitus,EU-Twisting Nether,https://www.wowprogress.com/guild/eu/twisting-nether/Divinitus
1101,Traube Minze,EU (DE)-Blackmoore,https://www.wowprogress.com/guild/eu/blackmoore/Traube+Minze
1102,InnerCore,EU (DE)-Eredar,https://www.wowprogress.com/guild/eu/eredar/InnerCore
1103,Envoy,EU-Drak'thul,https://www.wowprogress.com/guild/eu/drak-thul/Envoy
1104,Diktaturen,EU-Stormscale,https://www.wowprogress.com/guild/eu/stormscale/Diktaturen
1105,Praktikanterne,EU-Silvermoon,https://www.wowprogress.com/guild/eu/silvermoon/Praktikanterne
1107,Baboon Platoon,EU-Kazzak,https://www.wowprogress.com/guild/eu/kazzak/Baboon+Platoon
1108,Outburst,EU-Magtheridon,https://www.wowprogress.com/guild/eu/magtheridon/Outburst
1110,So Much Discussion,EU (DE)-Blackmoore,https://www.wowprogress.com/guild/eu/blackmoore/So+Much+Discussion
1110,Quasar,EU-Nordrassil,https://www.wowprogress.com/guild/eu/nordrassil/Quasar
1112,Aeon Remnants,EU-Tarren Mill,https://www.wowprogress.com/guild/eu/tarren-mill/Aeon+Remnants
1112,Guttakrutt,EU-Tarren Mill,https://www.wowprogress.com/guild/eu/tarren-mill/Guttakrutt
1114,whisper,EU-Sunstrider,https://www.wowprogress.com/guild/eu/sunstrider/whisper
1115,Zero Gravity,EU (DE)-Alleria,https://www.wowprogress.com/guild/eu/alleria/Zero+Gravity
